id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
571867390200265488,https://www.airbnb.com/rooms/571867390200265488,20231217045019,2023-12-17,city scrape,Guest suite in Winnipeg · ★4.78 · 2 bedrooms · 2 beds · 1 bath,,"This 800 square feet private secondary suite basement located in South West Winnipeg with easy access to many amenities. It is a really lovely area, super quiet, safe neighborhood, and great area to walk around with paths and parks.<br />It is a location in the serene environment of the city with a functional transit bus system. Parking on driveway available.",https://a0.muscache.com/pictures/791d4e00-8d81-4abc-99b9-bb4a9e770d01.jpg,257848729,https://www.airbnb.com/users/show/257848729,Nurudeen,2019-04-24,"Winnipeg, Canada",Quiet and gentle but business minded ,N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/4ecd7525-0a97-41d0-90ed-3ffa4eb78774.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4ecd7525-0a97-41d0-90ed-3ffa4eb78774.jpg?aki_policy=profile_x_medium,,1,5,"['email', 'phone']",t,t,"Winnipeg, Manitoba, Canada",St. Vital,,49.82162,-97.06564,Entire guest suite,Entire home/apt,4,,1 bath,,2,[],$90.00,2,365,2,2,1125,1125,2.0,1125.0,,t,0,0,0,0,2023-12-17,62,41,1,2022-03-18,2023-12-13,4.78,4.89,4.86,4.83,4.86,4.71,4.75,,f,1,1,0,0,2.91
571888856806799337,https://www.airbnb.com/rooms/571888856806799337,20231217045019,2023-12-17,city scrape,Home in Winnipeg · ★4.10 · 1 bedroom · 1 bed · 1 private bath,,Nice neighborhood. Devonshire village behind Costco on Regent Avenue,https://a0.muscache.com/pictures/miso/Hosting-571888856806799337/original/94c60b6e-7832-4ec0-b689-29919d5958eb.jpeg,447143843,https://www.airbnb.com/users/show/447143843,Kazeem,2022-02-27,"Winnipeg, Canada",A friendly host who delights in guests best experience,within an hour,89%,53%,f,https://a0.muscache.com/im/pictures/user/45f11913-d6f3-4d19-9155-667924984dc7.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/45f11913-d6f3-4d19-9155-667924984dc7.jpg?aki_policy=profile_x_medium,Peguis,2,2,"['email', 'phone']",t,t,"Winnipeg, Manitoba, Canada",Transcona,,49.90225,-97.04444,Private room in home,Private room,2,,1 private bath,,1,[],$65.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,30,60,90,365,2023-12-17,10,1,0,2022-03-04,2023-08-14,4.1,3.9,4.1,4.3,4.2,4.4,3.9,,f,2,0,2,0,0.46
572441785145231030,https://www.airbnb.com/rooms/572441785145231030,20231217045019,2023-12-17,city scrape,Home in Winnipeg · ★4.59 · 3 bedrooms · 2 beds · 1 bath,,St. Vital,https://a0.muscache.com/pictures/miso/Hosting-572441785145231030/original/7e2bdda8-5802-4af2-aa0a-c7686351e922.jpeg,123942185,https://www.airbnb.com/users/show/123942185,Ash,2017-04-02,"Vancouver, Canada","Clean, quiet, organized ",within an hour,100%,99%,f,https://a0.muscache.com/im/pictures/user/a0881f9d-3202-4bab-9e09-03d5f0f0bc1f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a0881f9d-3202-4bab-9e09-03d5f0f0bc1f.jpg?aki_policy=profile_x_medium,Glenwood,3,3,"['email', 'phone']",t,t,"Winnipeg, Manitoba, Canada",St. Vital,,49.86497,-97.10603,Entire home,Entire home/apt,4,,1 bath,,2,[],$118.00,2,120,1,2,1125,1125,2.0,1125.0,,t,11,41,71,345,2023-12-17,46,19,1,2022-03-06,2023-11-29,4.59,4.76,4.65,4.8,4.78,4.78,4.67,,t,2,2,0,0,2.12
573314299085060687,https://www.airbnb.com/rooms/573314299085060687,20231217045019,2023-12-17,previous scrape,Home in Winnipeg · ★4.57 · 3 bedrooms · 3 beds · 2 baths,,,https://a0.muscache.com/pictures/52b0e0af-240f-4f9e-b857-1a38911d840d.jpg,78630862,https://www.airbnb.com/users/show/78630862,Amaka,2016-06-19,"Winnipeg, Canada","Easy going host, looking to make your stay smooth! ",within an hour,100%,97%,f,https://a0.muscache.com/im/pictures/user/a7b42948-712b-4c15-909d-111d60b00cb7.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a7b42948-712b-4c15-909d-111d60b00cb7.jpg?aki_policy=profile_x_medium,Weston,4,4,"['email', 'phone']",t,t,,Point Douglas,,49.92004,-97.19597,Entire home,Entire home/apt,5,,2 baths,,3,[],$80.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,22,52,82,357,2023-12-17,51,38,2,2022-04-23,2023-11-27,4.57,4.53,4.53,4.8,4.73,4.55,4.49,,f,3,3,0,0,2.53
574116444620928218,https://www.airbnb.com/rooms/574116444620928218,20231217045019,2023-12-17,city scrape,Home in Winnipeg · ★4.80 · 3 bedrooms · 3 beds · 2 baths,,"Close to many walking paths, parks and a short walk to the River and major bus routes.",https://a0.muscache.com/pictures/prohost-api/Hosting-574116444620928218/original/7159acca-af34-4883-8f88-241755bd6fd3.jpeg,114498849,https://www.airbnb.com/users/show/114498849,Nest Host,2017-02-02,"Winnipeg, Canada","Hi there!  We at Nest Host are a locally owned/operated Short-Term Rental Property Management Company based here in Winnipeg, MB.  We strive to deliver a 5-star experience to our guests and our reputation proves we meet this expectation!   

Thank you for choosing to stay with us and if you have any questions about the properties we manage or our company, please reach out to us! 
",within an hour,100%,96%,f,https://a0.muscache.com/im/pictures/user/80c974da-4ed4-4a67-98bb-9e28bd1bf9c7.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/80c974da-4ed4-4a67-98bb-9e28bd1bf9c7.jpg?aki_policy=profile_x_medium,Portage - Ellice,68,81,"['email', 'phone', 'work_email']",t,t,"Winnipeg, Manitoba, Canada",Fort Rouge - East Fort Garry,,49.84821,-97.13291,Entire home,Entire home/apt,6,,2 baths,,3,[],$137.00,5,999,2,14,999,999,11.7,999.0,,t,21,51,81,356,2023-12-17,35,10,1,2022-03-22,2023-11-19,4.8,4.83,4.8,4.74,4.8,4.91,4.77,,f,67,67,0,0,1.65
574405957084775471,https://www.airbnb.com/rooms/574405957084775471,20231217045019,2023-12-17,city scrape,Home in Winnipeg · ★4.59 · 1 bedroom · 1 bed · 1 bath,,"Located around Chancellor drive, 1 minute walk to Northbound or Southbound Lake Lindero or Lake Albrin bus-stops, 5 mins from Canadian Superstore, 7 mins from the IG field(Winnipeg Blue Bombers), Walking distance to lakes, walking distance to Albrin Park, AA Leach Park, Blue Lake Park and Lakeshore Park.",https://a0.muscache.com/pictures/miso/Hosting-45936668/original/acacf681-ddf2-446f-8f60-d4785934aeb0.jpeg,125825750,https://www.airbnb.com/users/show/125825750,Ayo,2017-04-14,"Winnipeg, Canada","",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/ffd6b2d1-d242-4fa2-8429-5dd7544bb41a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ffd6b2d1-d242-4fa2-8429-5dd7544bb41a.jpg?aki_policy=profile_x_medium,Waverley Heights,1,1,"['email', 'phone']",t,t,"Winnipeg, Manitoba, Canada",Waverley West,,49.81029,-97.1716,Entire home,Entire home/apt,2,,1 bath,,1,[],$60.00,1,30,1,1,1125,1125,1.0,1125.0,,t,0,0,0,229,2023-12-17,34,17,0,2022-03-13,2023-10-21,4.59,4.56,4.79,4.76,4.82,4.85,4.68,,t,1,1,0,0,1.58
577066990833141133,https://www.airbnb.com/rooms/577066990833141133,20231217045019,2023-12-17,city scrape,Home in Winnipeg · ★5.0 · 3 bedrooms · 3 beds · 1 bath,,"IDEAL location - Situated in the heart of the French Quarter, historic Old St. Boniface.  Directly across from beautiful Provencher Park with a view of Esplanade Riel Footbridge (Provencher Bridge) and The Canadian Museum for Human Rights. Walking distance to many of the city's best attractions, and quick access to major public transit routes for quick access to locations all across Winnipeg! <br /><br />Nearby Seasonal Amenities directly in adjacent park (2-3min)<br />FREE local pool <br />FREE tennis courts  <br />FREE splash pad<br />FREE play structures/park  <br />FREE outdoor skating rink <br /><br />St.Boniface Hospital (10-15 min walk), The Forks (10-15 min walk), Siene River Parkway (5 min) Downtown, and The Exchange District!  Perfect for attending Festivals/Conferences. (Canada Day, Festival du Voyageur, Folklorama, the Fringe Festival, Canadian Museum for Human Rights, Manitoba Children's Museum, Manitoba Museum of Man and Nature, etc.)<br /><br />Many more amenities nearby",https://a0.muscache.com/pictures/miso/Hosting-577066990833141133/original/de21c370-7eb9-4302-abd6-9959cf19f131.jpeg,40200324,https://www.airbnb.com/users/show/40200324,Taylor & Jason,2015-08-01,"Winnipeg, Canada","Hello, we are Jason & Taylor!

As working professionals (Pilot/Teacher) and avid world travellers we love meeting new people, experiencing different cultures and exploring new places.  

We have travelled to over 30 countries; enjoying the cold of the Arctic, scuba-diving beautiful Ocean reefs, the jungles of Asia, and the mountains of Central America.

We are well-versed in Winnipeg and surrounding areas.  We frequent local sport, art, and cultural events. As foodies we have a great list of our favourite local restaurants, pubs, and coffee shops! 

We love meeting people from different parts of the world and we look forward to connecting with you.  We will do our best to make your stay as comfortable as possible, providing any information and assistance you need (or being a good guest, depending on our role).",within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/4cb8c0e0-e114-4b47-bc33-fc90c5a798e5.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4cb8c0e0-e114-4b47-bc33-fc90c5a798e5.jpg?aki_policy=profile_x_medium,Central St. Boniface,4,6,"['email', 'phone']",t,t,"Winnipeg, Manitoba, Canada",St. Boniface,,49.89271,-97.11487,Entire home,Entire home/apt,5,,1 bath,,3,[],$153.00,3,180,2,3,1125,1125,3.0,1125.0,,t,12,37,67,156,2023-12-17,18,11,0,2022-07-24,2023-08-21,5.0,5.0,5.0,5.0,4.94,5.0,5.0,,f,4,4,0,0,1.05
579118467489074418,https://www.airbnb.com/rooms/579118467489074418,20231217045019,2023-12-17,city scrape,Loft in Winnipeg · ★4.82 · Studio · 1 bed · 1 bath,,"Downtown Winnipeg is a vibrant and bustling neighborhood that offers a variety of exciting experiences for visitors. Home to the famous Canada Life Centre, it's the perfect destination for sports enthusiasts who want to catch a Jets game or live concerts. Explore the trendy Exchange District with its historic buildings, art galleries, and unique shops. Take a stroll along the waterfront at The Forks, where you can enjoy delicious food, entertainment, and stunning river views. Downtown Winnipeg is also a cultural hub with numerous museums, theaters, and festivals throughout the year.",https://a0.muscache.com/pictures/9dc07c5a-d9d2-4a32-97a1-e4d2bd4ad34a.jpg,185100371,https://www.airbnb.com/users/show/185100371,E.Q,2018-04-19,"Winnipeg, Canada","We’ve hosted over 3,000 guests in with an average rating of 4.8 stars. Each space is designed and run by us, so you’ll always know what to expect from your stay. All of our spaces are uniquely designed and contain all the essentials you need for an impeccable stay. No matter what you’re looking for, we are here to help. ",within an hour,100%,95%,t,https://a0.muscache.com/im/pictures/user/845745ed-ab3d-46fe-9896-dab96fd1ad84.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/845745ed-ab3d-46fe-9896-dab96fd1ad84.jpg?aki_policy=profile_x_medium,Portage - Ellice,20,51,"['email', 'phone', 'work_email']",t,t,"Winnipeg, Manitoba, Canada",Daniel McIntyre,,49.89485,-97.14319,Entire loft,Entire home/apt,2,,1 bath,,1,[],$94.00,2,365,2,2,1125,1125,2.0,1125.0,,t,28,58,88,361,2023-12-17,50,31,2,2022-04-04,2023-12-03,4.82,4.74,4.72,4.9,4.92,4.58,4.7,,f,6,6,0,0,2.41
579637494201764074,https://www.airbnb.com/rooms/579637494201764074,20231217045019,2023-12-17,city scrape,Home in Winnipeg · ★5.0 · 3 bedrooms · 3 beds · 1 bath,,"The home is situated close to elementary schools and a wide variety of restaurants, and shops (5 mins walk). Close to the University of Winnipeg (15 min walk); and drives to the University of Manitoba (HSC/Brodie campus, 10 mins; Ft Garry campus 20 mins), Polo Park Shopping Centre (5 mins) MTS/Scotia Bank Centre (5 mins), Manitoba Legislature grounds (3 mins), the Forks Market (5 mins), and MORE. Excellent bike and walking trails. Uber and public transportation are available throughout the city.",https://a0.muscache.com/pictures/miso/Hosting-579637494201764074/original/1609a52e-76ab-4ab5-92ac-218c1234687b.png,413273155,https://www.airbnb.com/users/show/413273155,Nook,2021-07-16,,"We are a locally operated business specializing in fully furnished, extended stay homes. Our remodeled character homes are fully furnished with modern amenities and comforts.  Our homes are centrally located in Winnipeg, Manitoba. We are a small family-operated business. We love Winnipeg and everything Manitoba has to offer!  

Find out about more about our Airbnb listing at Nookstays[dot]ca

We look forward to hearing from you!",N/A,N/A,100%,t,https://a0.muscache.com/im/pictures/user/6768ebd9-8575-4690-99ca-dca48f00d836.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6768ebd9-8575-4690-99ca-dca48f00d836.jpg?aki_policy=profile_x_medium,Wolseley,1,1,"['email', 'phone', 'work_email']",t,t,"Winnipeg, Manitoba, Canada",Daniel McIntyre,,49.88168,-97.17255,Entire home,Entire home/apt,6,,1 bath,,3,[],$135.00,28,1125,23,30,1125,1125,29.6,1125.0,,t,0,1,1,255,2023-12-17,4,1,1,2022-07-27,2023-12-04,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,1,0,0,0.24
579732311061110641,https://www.airbnb.com/rooms/579732311061110641,20231217045019,2023-12-17,city scrape,Home in Winnipeg · ★4.85 · 1 bedroom · 1 bed · 1 bath,,"Summerlea area.<br />(Off Redonda road, Transcona east)",https://a0.muscache.com/pictures/miso/Hosting-579732311061110641/original/d9d5c0f4-067b-48fe-885c-9fd8820b08e7.jpeg,428333759,https://www.airbnb.com/users/show/428333759,Martin,2021-10-21,"Winnipeg, Canada","Hi, this is Martin, come have a classy experience!",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/06bb2762-6c2a-42f6-a545-6ef6460189f7.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/06bb2762-6c2a-42f6-a545-6ef6460189f7.jpg?aki_policy=profile_x_medium,Transcona North,1,1,"['email', 'phone']",t,t,"Winnipeg, Manitoba, Canada",Transcona,,49.913593,-96.980553,Entire home,Entire home/apt,2,,1 bath,,1,[],$60.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,30,60,90,365,2023-12-17,54,29,1,2022-03-15,2023-11-19,4.85,4.81,4.91,4.8,4.83,4.67,4.8,,f,1,1,0,0,2.52
581212276369990259,https://www.airbnb.com/rooms/581212276369990259,20231217045019,2023-12-17,city scrape,Rental unit in Winnipeg · ★4.83 · 2 bedrooms · 2 beds · 1 bath,,"This is only a 7 minute walk to the closest Winnipeg Health Sciences Center door and the perfect location for patients and health care professionals as well as students studying at the University of Manitoba - Bannatyne Campus. Many of these buildings are also conveniently connected by tunnel or skywalk. The neighbourhood itself is diverse and located between Downtown and the North End. Unlike many city centers, the area is busy during the day with lots of foot traffic and gets empty in the evenings. The hospital and university are the main reasons to stay in this portion of the city although it is very central.",https://a0.muscache.com/pictures/08f0d498-0337-4040-9aa3-78fac3e91751.jpg,395850022,https://www.airbnb.com/users/show/395850022,Jessica,2021-04-06,"Winnipeg, Canada","Hey! I’m Jess, a professional nomad & entrepreneur. I grew up in a small prairie town and travel across Canada for work. I’m passionate about connecting with others and love trying new things. I restored a 100 year old triplex and would love to share it with you :)",within an hour,100%,89%,f,https://a0.muscache.com/im/pictures/user/2343d4c3-21dd-473d-bca8-79cc0d993ecd.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/2343d4c3-21dd-473d-bca8-79cc0d993ecd.jpg?aki_policy=profile_x_medium,West Alexander,3,7,"['email', 'phone']",t,t,"Winnipeg, Manitoba, Canada",Point Douglas,,49.90661,-97.15707,Entire rental unit,Entire home/apt,4,,1 bath,,2,[],$80.00,7,365,3,7,365,365,6.8,365.0,,t,24,24,42,132,2023-12-17,18,9,0,2022-04-09,2023-10-21,4.83,4.83,4.83,4.89,4.83,4.28,4.78,,f,2,2,0,0,0.87
581510152858343579,https://www.airbnb.com/rooms/581510152858343579,20231217045019,2023-12-17,city scrape,Home in Winnipeg · ★4.93 · 2 bedrooms · 2 beds · 1 bath,,"Wolseley is the most charming, walkable and beautiful area in Winnipeg. Located steps away from the river, filled with many gorgeous parks: Vimy Ridge Park, Omand's Creek, Steen Community Center to name a few. It is a wonderful area for families or for anyone who appreciates gardens and nature. The gardens in the summertime are exceptionally gorgeous. Explore the neighborhood with its numerous walkable paths, scents of wood fire pits and the sound of children playing outside. The residents of Wolseley are unique as there a true community spirit of well being that prevails!",https://a0.muscache.com/pictures/miso/Hosting-581510152858343579/original/48075553-4b5c-416d-9554-bd1252ae054e.jpeg,451461794,https://www.airbnb.com/users/show/451461794,Sheri,2022-03-27,,"",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/4b384452-1e26-47ba-9f3d-d029425bab96.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4b384452-1e26-47ba-9f3d-d029425bab96.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Winnipeg, Manitoba, Canada",Daniel McIntyre,,49.87794,-97.17018,Entire home,Entire home/apt,4,,1 bath,,2,[],$100.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,18,48,78,353,2023-12-17,67,37,3,2022-04-14,2023-12-02,4.93,4.91,4.79,4.93,4.99,4.94,4.88,,f,1,1,0,0,3.28
583438757545320090,https://www.airbnb.com/rooms/583438757545320090,20231217045019,2023-12-17,city scrape,Condo in Winnipeg · ★4.64 · 1 bedroom · 1 bed · 1 bath,,"Absolutely unbeatable location as it’s walking distance to everything Little Italy has to offer; restaurants, bars, shops, retail, gelato and so much more!",https://a0.muscache.com/pictures/06bbf60f-b2de-49e8-a90c-84baa45bb05c.jpg,449759805,https://www.airbnb.com/users/show/449759805,Prairie,2022-03-15,"Winnipeg, Canada","Hi! We are Prairie Flats, a locally owned property management company specializing in short/long term vacation stays. 

We look forward to hosting you and ensuring your stay has all the luxury of a hotel, with the comfort of home. 

Each space is carefully and uniquely furnished with luxe bedding, linens and decor, fully stocked kitchen including continental breakfast, bottled water, Keurig coffee, 24/7 communication, and fast Wi-Fi. 

Please do not hesitate to reach out if you have any questions. Thank you for choosing to stay in one of our Prairie Flats. ",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/cbe817cc-2dc7-4ed3-ad43-d5b6c81c3a4f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/cbe817cc-2dc7-4ed3-ad43-d5b6c81c3a4f.jpg?aki_policy=profile_x_medium,Earl Grey,1,2,"['email', 'phone']",t,t,"Winnipeg, Manitoba, Canada",Fort Rouge - East Fort Garry,,49.87089,-97.1496,Entire condo,Entire home/apt,3,,1 bath,,1,[],$80.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,30,60,90,364,2023-12-17,58,27,0,2022-03-27,2023-09-17,4.64,4.57,4.62,4.71,4.83,4.81,4.57,,f,1,1,0,0,2.76
584325183162823707,https://www.airbnb.com/rooms/584325183162823707,20231217045019,2023-12-17,city scrape,Condo in Winnipeg · ★4.74 · 2 bedrooms · 2 beds · 1 bath,,,https://a0.muscache.com/pictures/miso/Hosting-584325183162823707/original/63efc165-ebfb-4ad9-bbd0-a347c26aa982.jpeg,449940289,https://www.airbnb.com/users/show/449940289,Chloe,2022-03-16,,"Our team privide a clean. affordable placeand best services for airbnb guests. Welcom messege me about your feedback of stay, any suggestions, inquiry and requests would be appreciat it.",within a few hours,90%,77%,f,https://a0.muscache.com/im/pictures/user/f15094d6-3368-4370-a8f6-de47595a4a37.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f15094d6-3368-4370-a8f6-de47595a4a37.jpg?aki_policy=profile_x_medium,Fort Richmond,6,6,"['email', 'phone']",t,t,,St. Norbert - Seine River,,49.78986,-97.15355,Entire condo,Entire home/apt,4,,1 bath,,2,[],$76.00,7,365,7,7,365,365,7.0,365.0,,t,0,0,15,290,2023-12-17,27,23,2,2022-10-23,2023-12-02,4.74,4.67,4.7,4.7,4.74,4.85,4.63,,f,3,2,1,0,1.92
584739462016135635,https://www.airbnb.com/rooms/584739462016135635,20231217045019,2023-12-17,city scrape,Loft in Winnipeg · ★4.96 · 1 bedroom · 1 bed · 1 bath,,"One of the most desired locations in downtown of Winnipeg. The best location to come for a concert or game, shopping or business.<br /><br />A short walk to the Canada Life Center (Bell MTS Center) - for NHL games and events, the historic Winnipeg Exchange District and The Forks, <br />The Human Rights Museum, University of Winnipeg, RBC Convention Center, <br />Burton Cumming Theater, Winnipeg Goldeyes Shaw Park, and Concert Hall.<br />Located within walking distance of restaurants: Browns Social House, Tim Hortons, Starbucks, Moxies, The Merchant Kitchen, and Tavern.<br />Walking distance to all amenities, transportation, shopping, public transport, biking, etc.<br />5 min walking from Health Science Center Hospital.",https://a0.muscache.com/pictures/miso/Hosting-584739462016135635/original/c591d07e-fcd3-46d6-b583-8b1b8c334ad8.jpeg,430397151,https://www.airbnb.com/users/show/430397151,Ina,2021-11-04,"Winnipeg, Canada",I am as passionate about travelling as I am about life in the big city. I’m here to go above and beyond to ensure all our guests enjoy their stay and to provide the best hospitality possible.,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/e1457bdc-3b62-4c1e-90a6-4fb1913852d7.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e1457bdc-3b62-4c1e-90a6-4fb1913852d7.jpg?aki_policy=profile_x_medium,Portage - Ellice,1,1,"['email', 'phone']",t,t,"Winnipeg, Manitoba, Canada",Daniel McIntyre,,49.894009,-97.144753,Entire loft,Entire home/apt,2,,1 bath,,1,[],$181.00,1,28,1,1,28,1125,1.0,65.8,,t,17,47,77,254,2023-12-17,161,91,7,2022-05-02,2023-12-10,4.96,4.99,4.99,4.95,4.99,4.85,4.89,,f,1,1,0,0,8.12
584965490306271961,https://www.airbnb.com/rooms/584965490306271961,20231217045019,2023-12-17,city scrape,Home in Winnipeg · ★3.90 · 2 bedrooms · 2 beds · 1.5 baths,,Close the gas station and superstore. Downtown is 20 mins drive and bus stop is just 8 mins walk away,https://a0.muscache.com/pictures/dc742e60-f85c-48e6-9e48-347e29d4a11c.jpg,290352701,https://www.airbnb.com/users/show/290352701,Fardid Hasan,2019-08-30,"Winnipeg, Canada","",N/A,N/A,100%,f,https://a0.muscache.com/im/pictures/user/7e3404cc-a0b3-4fc3-b1e2-e9171b4cffa0.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/7e3404cc-a0b3-4fc3-b1e2-e9171b4cffa0.jpg?aki_policy=profile_x_medium,Waverley Heights,1,1,"['email', 'phone']",t,f,"Winnipeg, Manitoba, Canada",Waverley West,,49.80417,-97.16301,Private room in home,Private room,4,,1.5 baths,,2,[],$71.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,30,60,90,365,2023-12-17,20,0,0,2022-08-17,2022-11-21,3.9,4.1,3.55,4.1,4.1,4.3,4.05,,f,1,0,1,0,1.23
585451853409274765,https://www.airbnb.com/rooms/585451853409274765,20231217045019,2023-12-17,city scrape,Condo in Winnipeg · ★4.63 · 1 bedroom · 1 bed · 1 bath,,"Being in the heart of downtown you're steps away from Canada Life Centre , The Convention Centre, The Historic Exchange District, Theatres, exquisite restaurants and nightlife and so much more!  You literally have Winnipeg at your fingertips!  Winnipeg is exploding with culture, great local restaurants and shops.  You'll never run out of things to do or places to see! <br /> <br />A few of our favourite restaurants are Rudy's Eat & Drink, Brown's Social House and The Keg!  Please reach out to us for recommendations!",https://a0.muscache.com/pictures/prohost-api/Hosting-585451853409274765/original/510991db-00c0-4b65-8bee-1ad83ceef196.jpeg,114498849,https://www.airbnb.com/users/show/114498849,Nest Host,2017-02-02,"Winnipeg, Canada","Hi there!  We at Nest Host are a locally owned/operated Short-Term Rental Property Management Company based here in Winnipeg, MB.  We strive to deliver a 5-star experience to our guests and our reputation proves we meet this expectation!   

Thank you for choosing to stay with us and if you have any questions about the properties we manage or our company, please reach out to us! 
",within an hour,100%,96%,f,https://a0.muscache.com/im/pictures/user/80c974da-4ed4-4a67-98bb-9e28bd1bf9c7.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/80c974da-4ed4-4a67-98bb-9e28bd1bf9c7.jpg?aki_policy=profile_x_medium,Portage - Ellice,68,81,"['email', 'phone', 'work_email']",t,t,"Winnipeg, Manitoba, Canada",Daniel McIntyre,,49.89378,-97.14429,Entire condo,Entire home/apt,2,,1 bath,,1,[],$102.00,2,999,2,14,999,999,11.7,999.0,,t,30,60,90,364,2023-12-17,16,6,0,2022-04-15,2023-10-30,4.63,4.56,4.5,4.44,4.5,4.63,4.56,,f,67,67,0,0,0.78
585464665212406854,https://www.airbnb.com/rooms/585464665212406854,20231217045019,2023-12-17,city scrape,Condo in Winnipeg · ★4.84 · 1 bedroom · 1 bed · 1 bath,,"Wander around downtown for the day and you'll find yourself surrounded by Winnipeg’s famed architecture, a mix of turn of the 19th century and early 20th century masonry (or, as we like to say, stone skyscrapers) and modern glass buildings. You’ll also be introduced to downtown’s culinary scene, where gourmet sandwiches, food trucks, and handcrafted cocktails are aplenty. <br /> <br />Above all, you’ll see the people that make this place so great - like the singer/songwriters on stage at downtown’s many live music venues, the tour guides who can introduce you to landmarks like the much-photographed oculus at the VIA Rail Station, the chefs and shop keepers of the trendy boutiques and restaurants, and our famed Golden Boy, who looks out from his perch on top of the Manitoba Legislative Building. <br /> <br />You can’t mention downtown without talking about Bell MTS Place, which is the home of both our NHL team, the Winnipeg Jets, and our AHL team, the Manitoba Moose. Bell MTS Place is a",https://a0.muscache.com/pictures/prohost-api/Hosting-585464665212406854/original/6099920d-fc8f-441c-8285-ef675cc6ce40.jpeg,114498849,https://www.airbnb.com/users/show/114498849,Nest Host,2017-02-02,"Winnipeg, Canada","Hi there!  We at Nest Host are a locally owned/operated Short-Term Rental Property Management Company based here in Winnipeg, MB.  We strive to deliver a 5-star experience to our guests and our reputation proves we meet this expectation!   

Thank you for choosing to stay with us and if you have any questions about the properties we manage or our company, please reach out to us! 
",within an hour,100%,96%,f,https://a0.muscache.com/im/pictures/user/80c974da-4ed4-4a67-98bb-9e28bd1bf9c7.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/80c974da-4ed4-4a67-98bb-9e28bd1bf9c7.jpg?aki_policy=profile_x_medium,Portage - Ellice,68,81,"['email', 'phone', 'work_email']",t,t,"Winnipeg, Manitoba, Canada",Fort Rouge - East Fort Garry,,49.89288,-97.14394,Entire condo,Entire home/apt,2,,1 bath,,1,[],$104.00,2,999,2,14,999,999,11.7,999.0,,t,0,0,0,0,2023-12-17,24,18,1,2022-04-17,2023-12-02,4.84,4.84,4.76,4.76,4.72,4.64,4.56,,f,67,67,0,0,1.18
