id,name,host_id,property_type,room_type,accommodates,bathrooms,bedrooms,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,instant_bookable
619463995636109692,Guest suite in Winnipeg · 2 bedrooms · 1 bed · 1 bath,457450168,Entire guest suite,Entire home/apt,4,,,$120.00,1,365,1,1,365,365,1.0,365.0,t,30,60,90,269,f
620110025734198926,Condo in Winnipeg · ★4.80 · 1 bedroom · 2 beds · 1 bath,65984536,Entire condo,Entire home/apt,4,,,$95.00,1,1125,1,7,1125,1125,6.7,1125.0,t,22,50,80,355,t
620395816611481022,Townhouse in Winnipeg · ★4.71 · 3 bedrooms · 3 beds · 1 bath,54783332,Entire townhouse,Entire home/apt,6,,,$158.00,4,365,4,4,365,365,4.0,365.0,t,0,13,43,318,t
621014184752176881,Home in Winnipeg · 2 bedrooms · 2 beds · 2 baths,457788721,Entire home,Entire home/apt,4,,,$250.00,90,120,90,90,120,120,90.0,120.0,t,30,60,90,365,f
622007926348703992,Townhouse in Winnipeg · ★4.69 · 2 bedrooms · 3 beds · 1 bath,338214186,Entire townhouse,Entire home/apt,5,,,$85.00,2,365,2,2,1125,1125,2.0,1125.0,t,0,0,0,13,f
622304548739579829,Rental unit in Winnipeg · ★4.70 · 2 bedrooms · 2 beds · 2 baths,54783332,Entire rental unit,Entire home/apt,4,,,$218.00,4,365,4,4,365,365,4.0,365.0,t,24,54,84,343,t
623072148881685842,Rental unit in Winnipeg · ★4.77 · 2 bedrooms · 3 beds · 1 bath,40509243,Entire rental unit,Entire home/apt,4,,,$100.00,3,158,3,3,1125,1125,3.0,1125.0,t,0,12,34,288,t
623138045979537258,Bed and breakfast in Winnipeg · ★3.75 · 1 bedroom · 1 bed · 1 shared bath,208740880,Private room in bed and breakfast,Private room,2,,,$73.00,1,5,1,1,5,5,1.0,5.0,t,29,59,89,364,f
623170212027276910,Townhouse in Winnipeg · ★4.75 · 3 bedrooms · 3 beds · 2 baths,54783332,Entire townhouse,Entire home/apt,6,,,$154.00,4,365,4,4,365,365,4.0,365.0,t,16,46,76,329,t
623189313200743415,Rental unit in Winnipeg · ★5.0 · 1 bedroom · 1 bed · 1 bath,54783332,Entire rental unit,Entire home/apt,2,,,$106.00,3,365,3,4,365,365,3.0,365.0,t,30,60,90,364,t
623195386045312411,Home in Winnipeg · ★4.64 · 3 bedrooms · 3 beds · 1 bath,23671907,Entire home,Entire home/apt,6,,,$147.00,2,1125,2,2,1125,1125,2.0,1125.0,t,30,60,90,180,f
623358603401293376,Condo in Winnipeg · ★4.58 · 2 bedrooms · 2 beds · 1 bath,458313730,Entire condo,Entire home/apt,4,,,$76.00,2,1123,2,3,1123,1123,2.2,1123.0,t,6,36,61,150,f
625658790749013797,Home in Winnipeg · 2 bedrooms · 2 beds · 1 bath,389478900,Entire home,Entire home/apt,4,,,,1,365,1,1,365,365,1.0,365.0,,0,0,0,0,f
626111932560991776,Condo in Winnipeg · ★4.50 · 1 bedroom · 1 bed · 1 bath,74203278,Entire condo,Entire home/apt,2,,,$82.00,3,1125,3,5,1125,1125,4.1,1125.0,t,17,25,55,145,f
627762010323901471,Guest suite in Winnipeg · ★4.98 · 3 bedrooms · 3 beds · 1 bath,78199715,Entire guest suite,Entire home/apt,6,,,$140.00,2,1125,2,2,1125,1125,2.0,1125.0,t,16,46,76,329,f
628498105524291070,Home in Winnipeg · ★4.74 · 3 bedrooms · 3 beds · 2 baths,459479017,Entire home,Entire home/apt,6,,,$206.00,2,1125,2,2,1125,1125,2.0,1125.0,t,22,52,82,357,f
629568853622182909,Condo in Winnipeg · ★4.82 · 2 bedrooms · 3 beds · 1 bath,283395067,Entire condo,Entire home/apt,4,,,,2,1125,2,2,1125,1125,2.0,1125.0,,0,0,0,0,f
629768951497642968,Rental unit in Winnipeg · ★4.79 · 1 bedroom · 1 bed · 1 bath,365974118,Entire rental unit,Entire home/apt,2,,,$79.00,3,1125,2,3,1125,1125,3.0,1125.0,t,17,24,54,328,t
629962560003683943,Bungalow in Winnipeg · ★5.0 · 3 bedrooms · 3 beds · 2.5 baths,38974702,Entire bungalow,Entire home/apt,6,,,$177.00,3,180,3,3,180,180,3.0,180.0,t,14,35,65,228,f
630403288588774263,Condo in Winnipeg · ★4.97 · 1 bedroom · 1 bed · 1 bath,188191480,Entire condo,Entire home/apt,2,,,$95.00,2,14,2,2,1125,1125,2.0,1125.0,t,0,0,0,231,t
630698281644058999,Townhouse in Winnipeg · 1 bedroom · 2 beds · 1 private bath,141768886,Private room in townhouse,Private room,1,,,$50.00,1,30,1,1,1125,1125,1.0,1125.0,t,30,60,90,269,f
630983318117442088,Boutique hotel in Winnipeg · ★4.30 · 1 bedroom · 1 bed · 1 private bath,390125063,Room in boutique hotel,Private room,2,,,$51.00,7,365,7,7,1125,1125,7.0,1125.0,t,3,3,23,298,t
631288031097486277,Home in Winnipeg · ★4.90 · 1 bedroom · 1 bed · 1 shared bath,450443849,Private room in home,Private room,2,,,$40.00,3,1125,3,3,1125,1125,3.0,1125.0,t,22,52,82,82,f
631355331735851116,Condo in Winnipeg · ★4.80 · 2 bedrooms · 2 beds · 2 baths,74203278,Entire condo,Entire home/apt,4,,,$140.00,5,1125,2,30,1125,1125,18.6,1125.0,t,0,0,0,0,f
631867335353433199,Condo in Winnipeg · ★4.89 · 2 bedrooms · 2 beds · 1 bath,74203278,Entire condo,Entire home/apt,4,,,$124.00,2,365,2,2,1125,1125,2.0,1125.0,t,0,0,0,0,f
632692388355978545,Hotel in Winnipeg · ★4.0 · 1 bedroom · 1 bed · 1 private bath,390125063,Room in hotel,Private room,2,,,$51.00,7,365,7,7,1125,1125,7.0,1125.0,t,11,41,71,346,t
633416493896322786,Home in Winnipeg · ★5.0 · 2 bedrooms · 2 beds · 1 bath,261615263,Entire home,Entire home/apt,4,,,$100.00,2,365,2,2,1125,1125,2.0,1125.0,t,28,58,88,363,f
634740380851714895,Home in Winnipeg · ★4.95 · 1 bedroom · 1 bed · 1 bath,460918049,Entire home,Entire home/apt,2,,,$72.00,2,28,2,2,1125,1125,2.0,1125.0,t,0,0,0,0,f
636440197750058856,Home in Winnipeg · ★4.86 · 3 bedrooms · 5 beds · 2 baths,461293333,Entire home,Entire home/apt,6,,,$125.00,3,1125,3,5,1125,1125,4.8,1125.0,t,25,55,85,175,f
637100538253856281,Condo in Winnipeg · ★4.95 · 1 bedroom · 1 bed · 1 bath,461426343,Entire condo,Entire home/apt,2,,,$85.00,2,365,2,2,1125,1125,2.0,1125.0,t,14,28,42,309,t
637707782541344752,Home in Winnipeg · ★4.37 · 1 bedroom · 1 bed · 1 shared bath,338241485,Private room in home,Private room,2,,,$35.00,1,365,1,1,365,365,1.0,365.0,t,23,53,83,357,f
637938323273760792,Home in Winnipeg · ★4.65 · 2 bedrooms · 2 beds · 1 bath,22591698,Entire home,Entire home/apt,3,,,$114.00,2,365,2,3,1125,1125,2.4,1125.0,t,0,0,0,74,f
638552351951631438,casa particular in Winnipeg · ★4.87 · 2 bedrooms · 2 beds · 1.5 shared baths,244047915,Private room in casa particular,Private room,2,,,$80.00,1,365,1,1,365,365,1.0,365.0,t,27,57,87,361,f
639280244242476827,Villa in Winnipeg · ★4.29 · 3 bedrooms · 7 beds · 4 baths,349174628,Entire villa,Entire home/apt,14,,,$500.00,1,1125,1,1,1125,1125,1.0,1125.0,t,29,59,89,219,f
639767874596733974,Rental unit in Winnipeg · ★3.0 · Studio · 1 bath,54783332,Entire rental unit,Entire home/apt,2,,,$125.00,3,365,3,3,365,365,3.0,365.0,t,14,44,74,349,t
640151774493671856,Home in Winnipeg · 3 bedrooms · 3 beds · 1 bath,119176808,Private room in home,Private room,1,,,$67.00,3,365,3,3,365,365,3.0,365.0,t,30,60,90,364,f
640170142642521114,Home in Winnipeg · 1 bedroom · 1 bed · 1 shared bath,363318613,Private room in home,Private room,2,,,$90.00,1,1125,1,1,1125,1125,1.0,1125.0,t,30,60,90,364,f
641997280979445290,Townhouse in Winnipeg · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,109258692,Private room in townhouse,Private room,1,,,$43.00,7,365,7,7,365,365,7.0,365.0,t,29,59,89,363,f
643333821284671450,Rental unit in Winnipeg · ★4.89 · 4 bedrooms · 5 beds · 1 bath,28643127,Entire rental unit,Entire home/apt,7,,,$225.00,2,1125,2,2,1125,1125,2.0,1125.0,t,0,0,0,0,t
643397353531807002,Condo in Winnipeg · ★5.0 · 3 bedrooms · 3 beds · 2 baths,54783332,Entire condo,Entire home/apt,6,,,$158.00,4,365,4,4,365,365,4.0,365.0,t,22,52,82,357,t
643597642989341527,Townhouse in Winnipeg · ★4.91 · 2 bedrooms · 2 beds · 1.5 baths,124913178,Entire townhouse,Entire home/apt,4,,,$125.00,2,29,2,2,29,29,2.0,29.0,t,5,35,65,65,f
644008997457195193,Rental unit in Winnipeg · ★4.56 · Studio · 1 bed · 1 bath,90629172,Entire rental unit,Entire home/apt,2,,,$65.00,4,365,4,5,365,365,4.3,365.0,t,0,0,0,0,f
645041454107016567,Guest suite in Winnipeg · ★4.68 · 1 bedroom · 1 bed · 1 bath,267996187,Entire guest suite,Entire home/apt,2,,,$92.00,1,1125,1,1,1125,1125,1.0,1125.0,t,0,0,0,0,t
645864901048996159,Home in Winnipeg · ★4.92 · 4 bedrooms · 4 beds · 3.5 baths,74203278,Entire home,Entire home/apt,8,,,$350.00,4,1125,4,4,1125,1125,4.0,1125.0,t,1,1,1,46,f
646596663191995079,Condo in Winnipeg · ★4.92 · 2 bedrooms · 2 beds · 1 bath,114498849,Entire condo,Entire home/apt,4,,,$110.00,2,999,2,14,999,999,11.7,999.0,t,15,45,75,350,f
648011040349353372,Rental unit in Winnipeg · ★4.96 · 1 bedroom · 2 beds · 1 bath,239318754,Entire rental unit,Entire home/apt,2,,,$99.00,2,1125,2,2,1125,1125,2.0,1125.0,t,0,0,0,14,f
648011179481441450,Condo in Winnipeg · ★4.72 · 1 bedroom · 1 bed · 1 bath,204252057,Entire condo,Entire home/apt,3,,,$70.00,2,1125,2,2,1125,1125,2.0,1125.0,t,0,0,0,0,f
648730845774540352,Guest suite in Winnipeg · ★4.91 · 3 bedrooms · 3 beds · 1 bath,194085540,Entire guest suite,Entire home/apt,4,,,$90.00,2,365,2,2,365,365,2.0,365.0,t,18,48,74,323,f
649238907216182551,Rental unit in Winnipeg · ★4.50 · 3 bedrooms · 3 beds · 2 baths,54783332,Entire rental unit,Entire home/apt,6,,,$138.00,3,365,3,4,365,365,3.0,365.0,t,20,50,80,345,t
649943722944969065,Townhouse in Winnipeg · ★4.67 · 3 bedrooms · 4 beds · 2.5 baths,72157932,Entire townhouse,Entire home/apt,8,,,$89.00,3,365,3,3,1125,1125,3.0,1125.0,t,11,39,69,343,t
650278721654220868,Guest suite in Winnipeg · ★4.80 · 2 bedrooms · 2 beds · 1 bath,252872043,Entire guest suite,Entire home/apt,4,,,$94.00,2,365,2,2,365,365,2.0,365.0,t,0,0,0,258,f
650353522594715207,Townhouse in Winnipeg · ★4.71 · 3 bedrooms · 3 beds · 2 baths,54783332,Entire townhouse,Entire home/apt,6,,,$154.00,4,365,4,4,365,365,4.0,365.0,t,3,22,52,327,t
650838204949827531,Townhouse in Winnipeg · ★4.75 · 4 bedrooms · 4 beds · 2 baths,54783332,Entire townhouse,Entire home/apt,8,,,$160.00,5,365,5,5,365,365,5.0,365.0,t,19,49,79,260,t
651602947983283018,Home in Winnipeg · ★New · 4 bedrooms · 4 beds · 2.5 baths,34315985,Entire home,Entire home/apt,8,,,$154.00,3,365,3,3,365,365,3.0,365.0,t,27,57,87,267,t
652170690411886500,Townhouse in Winnipeg · 1 bedroom · 1 bed · 1 shared bath,93824847,Private room in townhouse,Private room,2,,,,1,365,1,1,365,365,1.0,365.0,,0,0,0,0,f
652993727281612683,Rental unit in Winnipeg · ★4.59 · 2 bedrooms · 2 beds · 1 bath,407705150,Entire rental unit,Entire home/apt,4,,,$82.00,2,1125,2,2,1125,1125,2.0,1125.0,t,30,60,90,364,f
653837992019040544,Home in Winnipeg · ★4.50 · 2 bedrooms · 2 beds · 1 bath,465288428,Entire home,Entire home/apt,4,,,$115.00,2,365,2,2,1125,1125,2.0,1125.0,t,30,60,90,365,f
653919249353179959,Condo in Winnipeg · ★4.89 · 1 bedroom · 1 bed · 1 bath,465303687,Entire condo,Entire home/apt,2,,,$96.00,3,1125,2,4,1125,1125,3.0,1125.0,t,30,46,60,60,f
654239711452230640,Rental unit in Winnipeg · ★5.0 · 1 bedroom · 1 bed · 1 bath,465375673,Entire rental unit,Entire home/apt,2,,,$120.00,2,7,2,2,7,7,2.0,7.0,t,15,45,74,74,f
654358614545196468,Guest suite in Winnipeg · ★4.76 · 1 bedroom · 1 bed · 1 bath,465414163,Entire guest suite,Entire home/apt,2,,,$52.00,2,29,2,2,1125,1125,2.0,1125.0,t,0,0,0,0,f
654528287150547809,Home in Winnipeg · ★4.67 · 1 bedroom · 1 bed · 1 private bath,465435507,Private room in home,Private room,1,,,$48.00,1,1125,1,1,1125,1125,1.0,1125.0,t,21,51,81,355,f
654608849137634303,Loft in Winnipeg · ★4.80 · 1 bedroom · 1 bed · 1 shared bath,608418,Private room in loft,Private room,2,,,$75.00,1,18,1,1,18,18,1.0,18.0,t,0,0,0,0,f
657341676215151933,Bungalow in Winnipeg · ★4.87 · 3 bedrooms · 4 beds · 1.5 baths,90150257,Entire bungalow,Entire home/apt,6,,,$90.00,2,1125,2,2,1125,1125,2.0,1125.0,t,22,50,68,342,f
658643886584267195,Loft in Winnipeg · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,466392024,Entire loft,Entire home/apt,6,,,$140.00,2,1125,2,2,1125,1125,2.0,1125.0,t,30,60,90,365,t
658768024096471856,Condo in Winnipeg · ★4.76 · 1 bedroom · 1 bed · 1 bath,41109580,Entire condo,Entire home/apt,2,,,$85.00,1,365,1,2,365,365,1.0,365.0,t,15,45,75,350,t
658951172669659052,Home in Winnipeg · 1 bedroom · 1 bed · 1 shared bath,109017770,Private room in home,Private room,1,,,$39.00,5,6,5,5,6,6,5.0,6.0,t,29,59,89,364,f
659629866649803435,Guest suite in Winnipeg · ★4.88 · 2 bedrooms · 2 beds · 1 bath,36125863,Entire guest suite,Entire home/apt,4,,,$87.00,3,365,3,3,365,365,3.0,365.0,t,26,56,86,357,f
660340075244080425,Condo in Winnipeg · ★4.96 · 2 bedrooms · 2 beds · 1 bath,244962690,Entire condo,Entire home/apt,4,,,$92.00,2,28,2,2,28,28,2.0,28.0,t,5,19,19,19,f
660844002469339456,Townhouse in Winnipeg · 1 bedroom · 1 bed · 1 shared bath,93824847,Private room in townhouse,Private room,2,,,,1,365,1,1,365,365,1.0,365.0,,0,0,0,0,f
661124924181509911,Home in Winnipeg · 1 bedroom · 1 bed · 1 private bath,404190157,Private room in home,Private room,1,,,$70.00,1,365,1,1,365,365,1.0,365.0,t,30,60,90,364,f
662941685211325139,Condo in Winnipeg · ★4.75 · 2 bedrooms · 2 beds · 1 bath,185100371,Entire condo,Entire home/apt,4,,,$124.00,2,365,2,2,365,365,2.0,365.0,t,0,0,0,0,f
663710660085665260,Guest suite in Winnipeg · ★4.96 · 1 bedroom · 1 bed · 1 bath,89719741,Entire guest suite,Entire home/apt,3,,,$60.00,2,365,2,2,365,365,2.0,365.0,t,8,8,8,8,f
664356527960905551,Home in Winnipeg · 4 bedrooms · 5 beds · 3 baths,47870775,Entire home,Entire home/apt,8,,,$233.00,5,365,5,5,365,365,5.0,365.0,t,30,60,90,364,f
665259988160500171,Rental unit in Winnipeg · ★4.60 · 1 bedroom · 2 beds · 1 bath,499957527,Entire rental unit,Entire home/apt,4,,,$66.00,3,1125,3,3,1125,1125,3.0,1125.0,t,23,53,83,173,f
665314192796691758,Home in Winnipeg · ★5.0 · 3 bedrooms · 3 beds · 1 bath,352383727,Entire home,Entire home/apt,6,,,$147.00,2,1125,2,2,1125,1125,2.0,1125.0,t,27,55,85,175,t
665384775289225731,Guest suite in Winnipeg · 1 bedroom · 1 bed · 1 shared bath,462789524,Private room in guest suite,Private room,2,,,$55.00,2,1125,2,2,1125,1125,2.0,1125.0,t,23,53,83,357,t
665389343277495005,Home in Winnipeg · ★4.87 · 3 bedrooms · 3 beds · 2.5 baths,36125863,Entire home,Entire home/apt,6,,,$139.00,3,365,3,3,365,365,3.0,365.0,t,22,49,79,354,f
665409792650093160,Guest suite in Winnipeg · ★4.77 · 2 bedrooms · 2 beds · 1 bath,36125863,Entire guest suite,Entire home/apt,4,,,$85.00,3,365,3,3,365,365,3.0,365.0,t,0,0,0,0,f
665429590589849839,Vacation home in Winnipeg · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,462789524,Private room in vacation home,Private room,2,,,$55.00,2,1125,2,2,1125,1125,2.0,1125.0,t,23,53,83,358,f
667448253332915379,Townhouse in Winnipeg · ★5.0 · 2 bedrooms · 2 beds · 1 bath,458645860,Entire townhouse,Entire home/apt,5,,,$130.00,5,365,5,5,365,365,5.0,365.0,t,9,39,69,344,f
668900045117087118,Guest suite in Winnipeg · ★5.0 · 3 bedrooms · 4 beds · 2 baths,404786703,Entire guest suite,Entire home/apt,6,,,$175.00,1,1125,1,1,1125,1125,1.0,1125.0,t,16,37,60,215,f
668964918912232214,Home in Winnipeg · ★4.20 · 1 bedroom · 1 bed · 1 bath,74203278,Entire home,Entire home/apt,2,,,$123.00,30,365,28,30,365,365,29.4,365.0,t,30,60,90,365,f
668964973424859894,Condo in Winnipeg · ★4.0 · 2 bedrooms · 2 beds · 1.5 baths,74203278,Entire condo,Entire home/apt,4,,,,4,365,2,5,1125,1125,4.1,1125.0,,0,0,0,0,f
669105920715822822,Villa in Winnipeg · ★4.83 · 1 bedroom · 1 bed · 1.5 baths,437598755,Private room in villa,Private room,1,,,$55.00,2,365,2,2,1125,1125,2.0,1125.0,t,30,60,90,365,f
669559781463240994,Home in Winnipeg · 1 bedroom · 1 bed · 1 shared bath,199538184,Private room in home,Private room,2,,,$55.00,3,1125,3,3,1125,1125,3.0,1125.0,t,14,44,74,349,f
671060040806197458,Bungalow in Winnipeg · ★4.79 · 3 bedrooms · 3 beds · 2 baths,374000554,Entire bungalow,Entire home/apt,6,,,$97.00,1,30,1,1,1125,1125,1.0,1125.0,t,17,47,74,349,t
671172740661956673,Home in Winnipeg · ★4.13 · 3 bedrooms · 6 beds · 1.5 baths,469127367,Entire home,Entire home/apt,5,,,$128.00,3,1125,2,2,1125,1125,2.0,1125.0,t,0,0,0,0,f
671899092009548372,Home in Winnipeg · ★4.90 · 1 bedroom · 1 bed · 1 shared bath,469710185,Private room in home,Private room,2,,,$40.00,1,28,1,1,28,28,1.0,28.0,t,20,50,80,96,f
671983380680195728,Home in Winnipeg · ★4.93 · 1 bedroom · 1 bed · 1.5 baths,469710185,Private room in home,Private room,2,,,$35.00,1,28,1,1,28,28,1.0,28.0,t,30,60,90,106,f
671990630449817818,Home in Winnipeg · ★4.92 · 1 bedroom · 1 bed · 1 shared bath,469710185,Private room in home,Private room,2,,,$37.00,1,50,1,1,50,50,1.0,50.0,t,30,60,90,106,f
673082221027093904,Guest suite in Winnipeg · 2 bedrooms · 2 beds · 1 bath,57590172,Entire guest suite,Entire home/apt,4,,,$79.00,2,365,2,2,1125,1125,2.0,1125.0,t,1,1,1,50,t
674040570237601641,Home in Winnipeg · ★4.92 · 1 bedroom · 1 bed · 1.5 baths,469710185,Private room in home,Private room,2,,,$36.00,1,28,1,1,28,28,1.0,28.0,t,0,0,0,0,f
674108478185549607,Guest suite in Winnipeg · ★4.87 · 2 bedrooms · 2 beds · 1 bath,470276269,Entire guest suite,Entire home/apt,5,,,$95.00,1,1125,1,1,1125,1125,1.0,1125.0,t,29,59,86,361,f
675321767850356072,Rental unit in Winnipeg · ★4.76 · 1 bedroom · 1 bed · 1 bath,95776055,Entire rental unit,Entire home/apt,2,,,$74.00,1,365,1,1,365,365,1.0,365.0,t,17,47,77,352,f
675932726185959059,Townhouse in Winnipeg · ★4.67 · 3 bedrooms · 3 beds · 2 baths,54783332,Entire townhouse,Entire home/apt,6,,,$161.00,5,365,5,5,365,365,5.0,365.0,t,0,0,29,304,t
675998524685894903,Home in Winnipeg · ★4.89 · 1 bedroom · 1 bed · 1 bath,54207218,Entire home,Entire home/apt,3,,,$91.00,1,16,1,1,1125,1125,1.0,1125.0,t,14,40,69,69,t
677323570985044781,Townhouse in Winnipeg · ★5.0 · 2 bedrooms · 2 beds · 1 bath,189116794,Entire townhouse,Entire home/apt,4,,,$95.00,2,1125,2,2,1125,1125,2.0,1125.0,t,30,60,90,365,f
678362301569340643,Home in Winnipeg · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,470276269,Private room in home,Private room,3,,,$70.00,1,365,1,1,365,365,1.0,365.0,t,29,59,86,361,f
678396617292048522,Home in Winnipeg · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,470276269,Private room in home,Private room,2,,,$65.00,1,1125,1,1,1125,1125,1.0,1125.0,t,29,59,86,361,f
678433628812095879,Home in Winnipeg · ★4.57 · 4 bedrooms · 4 beds · 3 baths,173098000,Entire home,Entire home/apt,10,,,,2,1125,2,4,1125,1125,2.9,1125.0,,0,0,0,0,f
678492934166206473,Home in Winnipeg · ★4.82 · 2 bedrooms · 2 beds · 1 private bath,471379735,Private room in home,Private room,4,,,$85.00,1,1125,1,1,1125,1125,1.0,1125.0,t,30,60,90,365,f
679704208547425532,Home in Winnipeg · ★4.40 · 3 bedrooms · 2 baths,54783332,Entire home,Entire home/apt,6,,,$125.00,3,365,3,3,365,365,3.0,365.0,t,0,0,0,253,t
679966703899379744,Guest suite in Winnipeg · ★5.0 · 2 bedrooms · 2 beds · 1 bath,105884901,Entire guest suite,Entire home/apt,4,,,$111.00,2,1000,3,3,1000,1000,3.0,1000.0,t,30,60,90,365,f
681692144280963358,Home in Winnipeg · 1 bedroom · 1 bed · 1 shared bath,103035630,Private room in home,Private room,1,,,$80.00,90,365,90,90,365,365,90.0,365.0,t,23,53,83,358,f
682713459511999895,Home in Winnipeg · ★4.45 · 3 bedrooms · 3 beds · 2 baths,466050732,Entire home,Entire home/apt,6,,,$104.00,1,365,1,1,365,365,1.0,365.0,t,28,58,88,88,f
683310858088851479,Home in Winnipeg · ★4.50 · 3 bedrooms · 3 beds · 2 baths,314955795,Entire home,Entire home/apt,6,,,$160.00,2,28,2,2,1125,1125,2.0,1125.0,t,8,38,68,343,f
683629474068032027,Home in Winnipeg · ★4.32 · 5 bedrooms · 6 beds · 2 baths,208357013,Entire home,Entire home/apt,13,,,,1,1125,1,2,1125,1125,1.6,1125.0,,0,0,0,0,f
683862882535516375,Home in Winnipeg · ★4.89 · 2 bedrooms · 2 beds · 1 bath,458280314,Entire home,Entire home/apt,5,,,$95.00,1,1125,1,1,1125,1125,1.0,1125.0,t,0,0,0,0,t
684395345614353787,Rental unit in Winnipeg · ★4.58 · 1 bedroom · 1 bed · 1 bath,431155439,Entire rental unit,Entire home/apt,3,,,$139.00,2,28,2,2,28,28,2.0,28.0,t,30,60,90,364,f
684515630894647771,Home in Winnipeg · ★4.83 · 2 bedrooms · 2 beds · 1 bath,40117487,Entire home,Entire home/apt,4,,,$92.00,3,90,3,3,1125,1125,3.0,1125.0,t,0,0,0,126,f
684758989923463499,Condo in Winnipeg · ★4.90 · 2 bedrooms · 2 beds · 1 bath,74203278,Entire condo,Entire home/apt,4,,,$199.00,30,365,30,30,1125,1125,30.0,1125.0,t,0,0,1,165,f
684825508426636446,Home in Winnipeg · 3 bedrooms · 3 beds · 2 baths,200167560,Entire home,Entire home/apt,7,,,$191.00,30,1125,30,30,1125,1125,30.0,1125.0,t,15,45,75,350,f
686276370740638066,Home in Winnipeg · ★4.85 · 3 bedrooms · 3 beds · 2 baths,190173415,Entire home,Entire home/apt,6,,,$169.00,1,365,1,1,365,365,1.0,365.0,t,28,58,88,88,f
687696887360853912,Home in Winnipeg · ★4.69 · 2 bedrooms · 2 beds · 1 bath,128307413,Entire home,Entire home/apt,4,,,$100.00,2,1125,2,2,1125,1125,2.0,1125.0,t,30,60,90,180,f
687723175320005602,Home in Winnipeg · ★4.81 · 1 bedroom · 1 bed · 1 bath,128307413,Entire home,Entire home/apt,2,,,$76.00,2,1125,2,2,1125,1125,2.0,1125.0,t,24,54,84,358,f
689400489243342289,Home in Winnipeg · ★4.89 · 5 bedrooms · 4 beds · 3 baths,445827435,Entire home,Entire home/apt,6,,,$199.00,2,28,2,2,1125,1125,2.0,1125.0,t,19,48,75,75,f
689802133771229891,Guest suite in Winnipeg · ★5.0 · 2 bedrooms · 3 beds · 1 bath,404786703,Entire guest suite,Entire home/apt,4,,,$120.00,1,365,1,1,365,365,1.0,365.0,t,17,38,61,205,f
689867142598535323,Home in Winnipeg · ★4.60 · 4 bedrooms · 1.5 baths,54783332,Entire home,Entire home/apt,8,,,$149.00,4,365,4,9,1125,1125,6.1,1125.0,t,28,58,88,363,t
690176180395759163,Condo in Winnipeg · ★5.0 · 2 bedrooms · 1 bed · 1 bath,96367686,Entire condo,Entire home/apt,2,,,$94.00,2,90,2,2,90,90,2.0,90.0,t,21,51,80,80,f
691161406397363866,Rental unit in Winnipeg · ★4.71 · 2 bedrooms · 2 beds · 1 bath,474491836,Entire rental unit,Entire home/apt,4,,,$70.00,14,360,14,14,1125,1125,14.0,1125.0,t,10,10,20,20,f
692178232323305220,Townhouse in Winnipeg · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,400279201,Private room in townhouse,Private room,2,,,$67.00,1,365,1,1,365,365,1.0,365.0,t,30,60,90,365,f
693351177497879744,Home in Winnipeg · 3 bedrooms · 4 beds · 1 bath,208357013,Entire home,Entire home/apt,9,,,$208.00,1,365,1,1,1125,1125,1.0,1125.0,t,21,43,63,101,t
693459297605129414,Home in Winnipeg · ★4.58 · 2 bedrooms · 2 beds · 1 private bath,455544304,Private room in home,Private room,3,,,$85.00,1,1125,1,1,1125,1125,1.0,1125.0,t,0,0,0,0,f
693500047332666567,Home in Winnipeg · ★5.0 · 2 bedrooms · 3 beds · 1 bath,433639221,Entire home,Entire home/apt,5,,,$113.00,2,365,2,2,365,365,2.0,365.0,t,22,37,37,296,f
693579983837242813,Home in Winnipeg · ★4.96 · 5 bedrooms · 7 beds · 3 baths,404786703,Entire home,Entire home/apt,10,,,$236.00,1,1125,1,2,1125,1125,1.3,1125.0,t,16,37,58,292,t
693595443169605312,Guest suite in Winnipeg · ★4.95 · 2 bedrooms · 2 beds · 1 bath,475028535,Entire guest suite,Entire home/apt,4,,,$75.00,2,1125,2,2,1125,1125,2.0,1125.0,t,15,45,75,350,f
693830628398290958,Bungalow in Winnipeg · 2 bedrooms · 1 bed · 1 shared bath,464622639,Private room in bungalow,Private room,2,,,$75.00,1,1125,1,1,1125,1125,1.0,1125.0,t,30,60,90,364,t
694960540413963872,Rental unit in Winnipeg · 4 bedrooms · 5 beds · 2 baths,474491836,Entire rental unit,Entire home/apt,8,,,$265.00,2,365,2,2,1125,1125,2.0,1125.0,t,10,10,10,83,f
694960894115091447,Rental unit in Winnipeg · ★4.62 · 2 bedrooms · 2 beds · 1 bath,474491836,Entire rental unit,Entire home/apt,2,,,$70.00,3,180,3,3,1125,1125,3.0,1125.0,t,14,44,74,349,t
695124483489893507,Guest suite in Winnipeg · ★4.78 · 2 bedrooms · 2 beds · 1 bath,475377213,Entire guest suite,Entire home/apt,4,,,$105.00,2,365,2,2,1125,1125,2.0,1125.0,t,30,60,90,365,t
